,titulo,empresa,presencialidad,jornada,experiencia,tipo_contrato,beneficios,salario_min,salario_max,localidad,provincia,comunidad,pais,categoria_empleo
9184,coordinador/a de seguridad y salud,1a ingenieros,no especificado,jornada completa,,no especificado,False,,,Valladolid,Valladolid,Castilla y León,España,otros
9185,hardware engineer,Airbus,no especificado,jornada completa,,no especificado,False,,,Tres Cantos,Madrid,Comunidad de Madrid,España,sistemas
9186,network engineer,zemsania,no especificado,no especificado,3.0,no especificado,True,,,Pamplona,Navarra,Navarra,España,sistemas
9187,ingeniero/a automocion junior,domingo alonso group,no especificado,jornada completa,1.0,no especificado,False,,,,Las Palmas,Canarias,España,otros
9188,id engineer,sirt,no especificado,no especificado,,no especificado,False,30000.0,55000.0,Barcelona,Barcelona,Cataluña,España,programador
9189,especialista en instalacion y fabricacion de cableado,aicox soluciones sa,no especificado,no especificado,10.0,no especificado,False,,,San Agustín del Guadalix,Madrid,Comunidad de Madrid,España,otros
9190,oferta publicaformador/a especialidad informatica,oficina del servicio andaluz de empleo,no especificado,media jornada,,no especificado,False,25332.0,25332.0,Morón de la Frontera,Sevilla,Andalucía,España,otros
9191,consultant,kpmg auditores madrid,no especificado,practicas,3.0,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9192,she coordinator,nestle operational services worldwide sa,no especificado,jornada completa,3.0,no especificado,False,,,Viladrau,Girona,Cataluña,España,otros
9193,coordinador om - zamora m/f,voltalia spain,no especificado,no especificado,5.0,no especificado,False,,,Zamora,Zamora,Castilla y León,España,otros
9194,grid connections specialist madrid,lhh,remoto,jornada completa,5.0,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9195,consultant,ey,no especificado,no especificado,,no especificado,False,,,Bilbao,Vizcaya,País Vasco,España,otros
9196,gestor/a de proyectos vision  xr,tecnalia,no especificado,no especificado,,no especificado,False,,,Derio,Vizcaya,País Vasco,España,otros
9197,ingeniero de diseno electrico,rdt ingenieros,no especificado,jornada completa,,no especificado,False,,,Bilbao,Vizcaya,País Vasco,España,otros
9198,tecnico juridico junior,circet cableven sociedad limitada,no especificado,jornada completa,1.0,no especificado,False,,,Bilbao,Vizcaya,País Vasco,España,otros
9199,systems engineer,rdt ingenieros,no especificado,jornada completa,3.0,no especificado,False,,,Bilbao,Vizcaya,País Vasco,España,sistemas
9200,ingeniero/a civil- data center,sener,remoto,no especificado,,no especificado,False,,,Getxo,Vizcaya,País Vasco,España,otros
9201,delegado tecnico comercial zona noreste,lacroix,no especificado,no especificado,,no especificado,True,,,Bilbao,Vizcaya,País Vasco,España,otros
9202,people  teams partner,azti,remoto,no especificado,,no especificado,False,,,Derio,Vizcaya,País Vasco,España,otros
9203,systems engineer,caf turnkey engineering,remoto,no especificado,2.0,no especificado,True,,,Zamudio,Vizcaya,País Vasco,España,sistemas
9204,project manager,velatia careers,no especificado,no especificado,,no especificado,False,,,Getafe,Madrid,Comunidad de Madrid,España,administracion
9205,tecnico de telecomunicaciones,radimer,no especificado,no especificado,,no especificado,False,,,Valle de Trápaga,Vizcaya,País Vasco,España,otros
9206,ingenieria electronica-electrica-robotica,ingenieria electronica electricarobotica,no especificado,no especificado,,no especificado,False,,,Alcalá de Guadaíra,Sevilla,Andalucía,España,otros
9207,maintenance sr expert - huelva,air liquide,no especificado,jornada completa,,no especificado,False,,,Huelva,Huelva,Andalucía,España,otros
9208,qa engineer,velatia careers,no especificado,no especificado,,no especificado,False,,,Zamudio,Vizcaya,País Vasco,España,administracion
9209,tecnico/a de acceso y conexion,cepsa,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9210,sr infraestructure engineer,k-lagan,remoto,no especificado,,no especificado,False,,,,,,Argentina,otros
9211,it technician,apolo it group,no especificado,no especificado,,no especificado,False,30000.0,36000.0,Las Rozas de Madrid,Madrid,Comunidad de Madrid,España,sistemas
9212,storage and kitting electronic components and materials,Airbus,no especificado,jornada completa,,no especificado,False,,,Tres Cantos,Madrid,Comunidad de Madrid,España,otros
9213,project test engineer,Airbus,no especificado,jornada completa,,no especificado,False,,,Tres Cantos,Madrid,Comunidad de Madrid,España,otros
9214,consultant,acl hunters,remoto,jornada completa,,no especificado,False,,,,,,España,otros
9215,data engineer,kpmg abogados madrid,no especificado,practicas,1.0,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,data driven
9216,electronic engineer with knowledge in electronic components,Airbus,no especificado,jornada completa,,no especificado,False,,,Tres Cantos,Madrid,Comunidad de Madrid,España,otros
9217,infraestructure engineer l3,k-lagan,remoto,no especificado,,no especificado,False,,,,,,Argentina,otros
9218,id engineer,azertium it global services sl,remoto,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
9219,id engineer,diggia group,no especificado,jornada completa,,no especificado,False,,,Cáceres,Cáceres,Extremadura,España,programador
9220,tecnico en regulacion control,schneider electric,no especificado,no especificado,,no especificado,False,,,San Sebastián de los Reyes,Madrid,Comunidad de Madrid,España,otros
9221,developer,scalian spain,no especificado,no especificado,,no especificado,True,,,,,,España,programador
9222,coordinador/a de seguridad y salud,oca global,no especificado,no especificado,,no especificado,False,,,Zaragoza,Zaragoza,Aragón,España,otros
9223,tecnico/a de oficina tecnica y obras,veolia environnement sa,no especificado,no especificado,,no especificado,False,,,,Lérida,Cataluña,España,otros
9224,id engineer,experis espana,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
9225,jefe/a de obra electricidad y fotovoltaicas,verne group,no especificado,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,otros
9226,ingeniero/a de proyectos/procesos guixers,knauf group,no especificado,no especificado,,no especificado,True,,,Guixes,Lérida,Cataluña,España,otros
9227,project manager,Hays,no especificado,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,administracion
9228,ingeniero/a electronico,envira iot,no especificado,no especificado,2.0,no especificado,False,36000.0,42000.0,,Asturias,,España,otros
9229,ingeniero de servicio fraga - huesca,unitec spa,no especificado,no especificado,,no especificado,False,,,,Huesca,Aragón,España,otros
9230,delegado/a inspeccion reglamentaria,oca global,no especificado,no especificado,,no especificado,False,,,Puertollano,Ciudad Real,Castilla-La Mancha,España,otros
9231,delegado/a tecnico comercial - industria,Page Personnel,no especificado,no especificado,,no especificado,False,,,,,País Vasco,España,otros
9232,ingeniero/a civil,sgs,no especificado,no especificado,,no especificado,False,,,Mesoiro,La Coruña,Galicia,España,otros
9233,mmic designer,televes corporation,remoto,no especificado,,no especificado,False,,,,La Coruña,Galicia,España,otros
9234,project manager,melt group,no especificado,no especificado,,no especificado,False,33000.0,35000.0,Bilbao,Vizcaya,País Vasco,España,administracion
9235,programmer,centro de promocion de empleo y practicas,no especificado,no especificado,,no especificado,False,,,Córdoba,Córdoba,Andalucía,España,programador
9236,id engineer,between,no especificado,no especificado,4.0,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,programador
9237,cybersecurity,ingroup consultoria,no especificado,jornada completa,,no especificado,False,30000.0,36000.0,Elgóibar,Gipuzkoa,País Vasco,España,ciberseguridad
9238,jefe/a de obra civil tarragona,grupo cobra,no especificado,no especificado,,no especificado,False,,,Tarragona,Tarragona,Cataluña,España,otros
9239,tecnico analisis de demanda,avanza,no especificado,jornada completa,2.0,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9240,coordinador tecnico de proyectos renovables,Michael Page,remoto,no especificado,8.0,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9241,ingeniero de telecomunicaciones,colavoro,remoto,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9242,jefe/a comercial corredores,caser seguros empleo,no especificado,no especificado,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9243,delegado servicio tecnico postventa,man truck  bus iberia,no especificado,jornada completa,,no especificado,False,,,Coslada,Madrid,Comunidad de Madrid,España,otros
9244,consultant,ibermatica,no especificado,no especificado,,no especificado,False,,,,Vizcaya,País Vasco,España,otros
9245,investigador/a - ingenieria electrica,Page Personnel,no especificado,no especificado,2.0,no especificado,False,,,Valencia,Valencia,Comunidad Valenciana,España,otros
9246,ingeniero/a de proyectos renovables,cepsa,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9247,tenico de desarrollo de proyectos biogas,Michael Page,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9248,qa engineer,expleo group,no especificado,no especificado,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,administracion
9249,it technician,alovia consulting,no especificado,no especificado,3.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
9250,project manager,Michael Page,no especificado,no especificado,,no especificado,False,,,Bilbao,Vizcaya,País Vasco,España,administracion
9251,computer technician,grupo oesia,no especificado,jornada completa,,no especificado,True,,,Bilbao,Vizcaya,País Vasco,España,sistemas
9252,docente montaje y mantenimiento de equipamiento de red,aviation group,no especificado,media jornada,7.0,no especificado,False,,,Fuenlabrada,Madrid,Comunidad de Madrid,España,otros
9253,tecnico/a de gestion de infraestructura pf,cepsa,no especificado,no especificado,,no especificado,False,,,Cádiz,Cádiz,Andalucía,España,otros
9254,it engineer,leitat - centro tecnologico,no especificado,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,sistemas
9255,ingeniero de diseno lineas distribucion bt/mt,abcon,no especificado,jornada completa,,no especificado,False,32000.0,34000.0,Barcelona,Barcelona,Cataluña,España,otros
9256,project manager,iscarem human resources,no especificado,no especificado,,no especificado,False,50000.0,52000.0,Madrid,Madrid,Comunidad de Madrid,España,administracion
9257,programa de becas vged area ingenieria de sistemas/telecomunicaciones/it,babel profiles sl,remoto,jornada completa,0.0,no especificado,True,,,Barcelona,Barcelona,Cataluña,España,otros
9258,systems technician,avangroup,no especificado,jornada completa,,no especificado,False,,,Erandio,Vizcaya,País Vasco,España,sistemas
9259,systems engineer,ct ingenieros,no especificado,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,sistemas
9260,systems administrator,iwantic,no especificado,no especificado,2.0,no especificado,False,,,Girona,Girona,Cataluña,España,sistemas
9261,tecnico/a de ensayos no destructivos - end,sgs,no especificado,no especificado,,no especificado,False,,,Las Palmas de Gran Canaria,Las Palmas,Canarias,España,otros
9262,becario/a ingeniero/a industrial,Ineco,no especificado,practicas,0.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9263,support engineer,clinisys - spain,no especificado,jornada completa,,no especificado,False,,,Orihuela,Alicante,Comunidad Valenciana,España,sistemas
9264,id engineer,azertium it global services sl,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
9265,analyst,sgs,no especificado,no especificado,,no especificado,False,,,Córdoba,Córdoba,Andalucía,España,data driven
9266,tecnico de operacion y mantenimiento,renovalia energy group,no especificado,no especificado,,no especificado,False,,,Puertollano,Ciudad Real,Castilla-La Mancha,España,otros
9267,id engineer,gi group,no especificado,contrato temporal,,no especificado,True,21000.0,24000.0,Madrid,Madrid,Comunidad de Madrid,España,programador
9268,computer technician,utopiux,no especificado,no especificado,,no especificado,False,,,Murcia,Murcia,Región de Murcia,España,sistemas
9269,analyst,fermax,no especificado,jornada completa,3.0,no especificado,False,,,Valencia,Valencia,Comunidad Valenciana,España,data driven
9270,gestor/a de red proveedores autos,caser seguros empleo,no especificado,no especificado,,no especificado,True,,,Oviedo,Asturias,,España,otros
9271,systems technician,rdt ingenieros,no especificado,jornada completa,,no especificado,False,,,Arechavaleta,Gipuzkoa,País Vasco,España,sistemas
9272,ingeniero/a de diseno hw,caf,remoto,no especificado,,no especificado,False,,,Getafe,Madrid,Comunidad de Madrid,España,otros
9273,project manager,sg tech,remoto,no especificado,,no especificado,True,,,Leganés,Madrid,Comunidad de Madrid,España,administracion
9274,support engineer,chakray,no especificado,no especificado,,no especificado,False,,,,Alicante,Comunidad Valenciana,España,sistemas
9275,systems engineer,iddtek,no especificado,no especificado,,no especificado,False,,,Elgóibar,Gipuzkoa,País Vasco,España,sistemas
9276,ingeniero/a junior de produccion,cementos molins industrial sa,no especificado,no especificado,1.0,no especificado,False,,,Sant Vicenç dels Horts,Barcelona,Cataluña,España,otros
9277,tecnicos de end y mantenimiento,tecnatom,no especificado,jornada completa,,no especificado,False,,,San Sebastián de los Reyes,Madrid,Comunidad de Madrid,España,otros
9278,it technician,setesca talent,no especificado,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,sistemas
9279,systems technician,aratech,no especificado,no especificado,,no especificado,False,,,Murcia,Murcia,Región de Murcia,España,sistemas
9280,programmer,grupo digital,no especificado,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
9281,systems administrator,mercadona,no especificado,no especificado,,no especificado,False,,,Albalat dels Sorells,Valencia,Comunidad Valenciana,España,sistemas
9282,dfir digital forensic  incident response,bidaidea,no especificado,jornada completa,8.0,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9283,systems engineer,ikerlan,no especificado,no especificado,,no especificado,False,,,Mondragón,Gipuzkoa,País Vasco,España,sistemas
9284,programmer,ozona tecnologia,remoto,no especificado,5.0,no especificado,False,,,Santiago de Compostela,La Coruña,Galicia,España,programador
9285,project leader area sistemas de produccion,maier scoop,no especificado,no especificado,10.0,no especificado,False,,,,Vizcaya,País Vasco,España,otros
9286,project manager,eurocontrol,remoto,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,administracion
9287,support engineer,Ineco,no especificado,no especificado,,no especificado,True,,,Torrejón de Ardoz,Madrid,Comunidad de Madrid,España,sistemas
9288,analyst,Ineco,no especificado,no especificado,2.0,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,data driven
9289,network engineer,verne group,no especificado,jornada completa,,no especificado,False,,,,Alicante,Comunidad Valenciana,España,sistemas
9290,ingeniero/a mecanico m/f/d,testia,no especificado,no especificado,,no especificado,True,,,,,,España,otros
9291,renault - lider ingenieria sistemas y validacion adas,Hays,no especificado,no especificado,,no especificado,False,,,Valladolid,Valladolid,Castilla y León,España,otros
9292,ingenieros/as electronica,ctag-centro tecnologico de automocion de galicia,remoto,no especificado,,no especificado,False,,,Porriño,Pontevedra,Galicia,España,otros
9293,programmer,cas training,remoto,no especificado,,no especificado,False,24000.0,27000.0,,,,España,programador
9294,beca ingenieria - contratacion y accesos gts  madrid,enagas,no especificado,jornada completa,0.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9295,ingeniero de operaciones y mantenimiento sector fotovoltaico,caf turnkey engineering,remoto,no especificado,,no especificado,True,,,,Gipuzkoa,País Vasco,España,otros
9296,consultant,grupo oesia,remoto,jornada completa,5.0,no especificado,False,,,A Coruña,La Coruña,Galicia,España,otros
9297,project manager,eurocontrol sa,remoto,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,administracion
9298,cybersecurity,Ineco,no especificado,no especificado,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,ciberseguridad
9299,tecnico/a de infraestructura y via asistencia tecnica,Michael Page,no especificado,no especificado,,no especificado,True,,,,Asturias,Principado de Asturias,España,otros
9300,administrador/a siem,clevertask,remoto,jornada completa,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9301,apoyo a gerente tecnico de programa - fcas,grupo oesia,no especificado,jornada completa,,no especificado,False,,,Rivas-Vaciamadrid,Madrid,Comunidad de Madrid,España,otros
9302,personal investigador en sistemas de radiologia,universidad carlos iii de madrid,no especificado,no especificado,,no especificado,False,20000.0,22000.0,Madrid,Madrid,Comunidad de Madrid,España,otros
9303,software engineer,leitat - centro tecnologico,no especificado,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,programador
9304,consultant,kpmg asesores zaragoza,no especificado,practicas,,no especificado,True,,,Zaragoza,Zaragoza,Aragón,España,otros
9305,ingeniero de procesos y mantenimiento h/m/d,Page Personnel,no especificado,no especificado,,no especificado,False,,,Albacete,Albacete,Castilla-La Mancha,España,otros
9306,verificador/a de calidad ferroviario,trigo golbal q,no especificado,jornada completa,,no especificado,False,20000.0,22000.0,Madrid,Madrid,Comunidad de Madrid,España,otros
9307,22581 tecnico/a instalaciones de comunicaciones/datos,Ineco,no especificado,no especificado,,no especificado,True,,,Valencia,Valencia,Comunidad Valenciana,España,otros
9308,id engineer,applus idiada,no especificado,no especificado,,no especificado,False,,,La Bisbal del Penedès,Tarragona,Cataluña,España,programador
9309,it engineer,imatia,no especificado,jornada completa,,no especificado,False,,,Vigo,Pontevedra,Galicia,España,sistemas
9310,project manager,akkodis,remoto,no especificado,6.0,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,administracion
9311,apoyo mantenimiento instrumentacion y control,arcelormittal,no especificado,no especificado,,no especificado,False,,,Gijón,Asturias,,España,otros
9312,id engineer,caf,remoto,no especificado,,no especificado,False,,,San Sebastián,Gipuzkoa,País Vasco,España,programador
9313,product engineer motor dc y/o sistemas de engranajes - automocion,between,no especificado,no especificado,,no especificado,True,,,Terrassa,Barcelona,Cataluña,España,otros
9314,systems technician,malthus darwin,no especificado,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,sistemas
9315,it engineer,excem grupo,no especificado,jornada completa,,no especificado,False,15120.0,15120.0,Madrid,Madrid,Comunidad de Madrid,España,sistemas
9316,tecnico de calidad y medio ambiente,ocivil constructora,no especificado,no especificado,1.0,no especificado,False,,,Granada,Granada,Andalucía,España,otros
9317,consultant,leyton iberia,remoto,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9318,gestor/a proyectos ramo de salud,caser seguros empleo,no especificado,no especificado,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9319,ingeniero/a en automocion sin experiencia,divico consultores,no especificado,jornada completa,,no especificado,False,22000.0,25000.0,Barcelona,Barcelona,Cataluña,España,otros
9320,consultant,sener,remoto,no especificado,,no especificado,True,,,Getxo,Vizcaya,País Vasco,España,otros
9321,arquitecto/a edificacion,iddtek,no especificado,no especificado,2.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9322,systems engineer,Capgemini,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
9323,it engineer,kpmg asesores barcelona,no especificado,practicas,,no especificado,True,,,L'Hospitalet de Llobregat,Barcelona,Cataluña,España,sistemas
9324,systems administrator,zemsania,no especificado,no especificado,4.0,no especificado,True,,,Barcelona,Barcelona,Cataluña,España,sistemas
9325,it engineer,coviran,no especificado,jornada completa,,no especificado,True,,,Atarfe,Granada,Andalucía,España,sistemas
9326,computer technician,Ineco,no especificado,no especificado,,no especificado,True,,,Zaragoza,Zaragoza,Aragón,España,sistemas
9327,arquitecto/a urbanista madrid,Ineco,no especificado,no especificado,2.0,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9328,software engineer,innerspec technologies,no especificado,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
9329,qa engineer,rheinmetall expal munitions sau,no especificado,no especificado,,no especificado,False,,,El Gordo,Cáceres,Extremadura,España,administracion
9330,systems engineer,marlex,remoto,no especificado,5.0,no especificado,True,,,Alcobendas,Madrid,Comunidad de Madrid,España,sistemas
9331,systems administrator,Hays,no especificado,no especificado,2.0,no especificado,False,,,Bilbao,Vizcaya,País Vasco,España,sistemas
9332,ingeniero/a junior de produccion barcelona,cementos molins industrial,remoto,no especificado,1.0,no especificado,False,,,Sant Vicenç dels Horts,Barcelona,Cataluña,España,otros
9333,systems technician,kapres technology sl,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
9334,arquitecto/a de sistemas ti,Krell Consulting,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9335,tecnico/a de tecnologias de la informacion,centro de promocion de empleo y practicas,no especificado,no especificado,,no especificado,False,,,Pozuelo de Alarcón,Madrid,Comunidad de Madrid,España,otros
9336,programmer,grupo digital,no especificado,jornada completa,3.0,no especificado,False,30000.0,36000.0,Málaga,Málaga,Andalucía,España,programador
9337,systems engineer,caf,no especificado,no especificado,3.0,no especificado,False,,,Beasain,Gipuzkoa,País Vasco,España,sistemas
9338,gestor de compras getafe,insyte deutschland gmbh,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9339,practicas departamento tecnico,sika ag,no especificado,practicas,0.0,no especificado,False,,,Alcobendas,Madrid,Comunidad de Madrid,España,otros
9340,consultant,Ineco,no especificado,no especificado,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9341,systems administrator,clevertask,remoto,jornada completa,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
9342,ingeniero/a de organizacion compras,orona,no especificado,no especificado,,no especificado,False,,,Hernani,Gipuzkoa,País Vasco,España,otros
9343,id engineer,grupo krean,no especificado,no especificado,,no especificado,False,,,San Sebastián,Gipuzkoa,País Vasco,España,programador
9344,ingeniero de producto junior,visio tech security,no especificado,jornada completa,1.0,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9345,lider de equipo de desarrollo de aplicaciones informaticas,noas grupo,no especificado,no especificado,5.0,no especificado,False,,,El Prat de Llobregat,Barcelona,Cataluña,España,otros
9346,computer technician,vsistemas,no especificado,no especificado,3.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
9347,especialista redes sdn,civir,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9348,gestor de proyectos de localizacion,locteam,remoto,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,otros
9349,systems technician,cilc consulting,no especificado,no especificado,,no especificado,False,,,Alicante (Alacant),Alicante,Comunidad Valenciana,España,sistemas
9350,systems engineer,mutare,no especificado,jornada completa,4.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
9351,cybersecurity,Ineco,no especificado,no especificado,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,ciberseguridad
9352,es  23_9951c ingeniero/a gestor plataforma integracion electronica vehiculo,bertrandt,no especificado,jornada completa,,no especificado,False,,,Valladolid,Valladolid,Castilla y León,España,otros
9353,ingeniero/a de planificacion y control,cadbim,no especificado,jornada completa,3.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9354,estudiante en practicas_departamento m/pqa2,bosch group,no especificado,no especificado,0.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9355,network engineer,Michael Page,remoto,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
9356,systems technician,experience it solutions,no especificado,jornada completa,3.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
9357,software engineer,devdel,remoto,no especificado,,no especificado,False,,,,,,España,programador
9358,ingeniero de operacion y mantenimiento de procesos de agua,btd proyectos,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9359,tecnico/a de comunicaciones,ibermatica,no especificado,no especificado,,no especificado,False,,,,Vizcaya,País Vasco,España,otros
9360,data engineer,vicomtech,no especificado,no especificado,,no especificado,False,,,San Sebastián,Gipuzkoa,País Vasco,España,data driven
9361,tecnico/a especialista en virtualizacion,seidor,no especificado,no especificado,3.0,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9362,developer,grupo segura,no especificado,no especificado,,no especificado,False,,,Paterna,Valencia,Comunidad Valenciana,España,programador
9363,gestion del cambio de sistemas hibrido,npr spain,remoto,no especificado,,no especificado,False,,,Valencia,Valencia,Comunidad Valenciana,España,otros
9364,systems engineer,orbit consulting,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
9365,ingeniero/a de telecomunicaciones moviles,Ineco,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9366,coordinador/a de sistemas de gestion de la calidad oficinas centrales paterna,grupo segura,no especificado,no especificado,,no especificado,False,,,Paterna,Valencia,Comunidad Valenciana,España,otros
9367,systems engineer,Michael Page,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
9368,software engineer,gloin,no especificado,no especificado,,no especificado,False,,,Cáceres,Cáceres,Extremadura,España,programador
9369,programa de practicas dixcover industry x0,Accenture,no especificado,media jornada,0.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9370,programmer,oxigent technologies,no especificado,no especificado,,no especificado,True,45000.0,48000.0,,,,España,programador
9371,becario/a gestor/a documental,oca global,no especificado,jornada completa,0.0,no especificado,False,10500.0,10500.0,Pozuelo de Alarcón,Madrid,Comunidad de Madrid,España,otros
9372,ingeniero pruebas sw / ingles / viajes presencial,panel sistemas informaticos,no especificado,no especificado,4.0,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9373,hardware engineer,caf power  automation slu,no especificado,jornada completa,,no especificado,True,,,San Sebastián,Gipuzkoa,País Vasco,España,sistemas
9374,systems engineer,lhh,no especificado,jornada completa,,no especificado,False,50000.0,60000.0,Torrejón de Ardoz,Madrid,Comunidad de Madrid,España,sistemas
9375,systems engineer,grupo oesia,no especificado,jornada completa,,no especificado,False,,,Rivas-Vaciamadrid,Madrid,Comunidad de Madrid,España,sistemas
9376,systems engineer,ppd ingenieros,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
9377,becario/a ingenieria industrial/telecomunicaciones,Ineco,no especificado,practicas,0.0,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9378,director of engineering - servicios tecnicos,marriott international inc,no especificado,jornada completa,4.0,no especificado,False,,,Santa Eulalia del Río,Islas Baleares,Islas Baleares,España,otros
9379,developer,tecnosylva,no especificado,no especificado,,no especificado,False,,,León,León,Castilla y León,España,programador
9380,analyst,zabala innovation consulting,no especificado,no especificado,,no especificado,False,,,Pamplona,Navarra,Navarra,España,data driven
9381,comercial tecnico h/m espana y portugal,knauf iberia,remoto,no especificado,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9382,junior uav engineer,gradiant corporation,remoto,no especificado,10.0,no especificado,True,21000.0,,Vigo,Pontevedra,Galicia,España,otros
9383,helpdesk 247  ingles alto m/f,akkodis,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9384,project manager,vinci,no especificado,no especificado,,no especificado,True,,,Barcelona,Barcelona,Cataluña,España,administracion
9385,consultant,ibermatica,remoto,no especificado,,no especificado,False,,,,Gipuzkoa,País Vasco,España,otros
9386,consultant,ey,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9387,project manager,vidrala,no especificado,no especificado,,no especificado,True,,,,Álava,País Vasco,España,administracion
9388,support technician,airzone,no especificado,no especificado,1.0,no especificado,False,,,Málaga,Málaga,Andalucía,España,sistemas
9389,consultant,evocas,no especificado,no especificado,,no especificado,False,25000.0,30000.0,Madrid,Madrid,Comunidad de Madrid,España,otros
9390,gestor de compras getafe,insyte deutschland,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9391,investigador_a junior sistemas distribuidos,iti,remoto,no especificado,1.0,no especificado,False,,,Valencia,Valencia,Comunidad Valenciana,España,otros
9392,practicas diseno de proyectos transporte ferroviario en madrid,gts transportation spain sau,no especificado,practicas,0.0,no especificado,False,39000.0,39000.0,Madrid,Madrid,Comunidad de Madrid,España,otros
